text,label
@ andreahirsch : heh -- totally agree,4
it 's a beautiful day at the oasis,4
just got out of the shower . got ta go to walmart in a little while and pick up a few things . wish i had someone 2 go with but no ones home,0
username a few more hours to wait yet then i was hoping i was wrong .,0
finally ! i 'm now back on twitter . my mom wo n't let me use the computer during weekdays cause of school ...,0
username okay ! he just texted me saying that he 'd wake up me up lol ... if he doesnt i call you at 1pm your time ! thx karen,4
username username i 'm so glad he is in the finals,4
"username oh yeah . well , check out chromacolor or paperpeople websites . loads of colours to choose from . red is the usual",4
trying to devise a plan to miss church tomorrow . maybe i could tell everyone we have swine flu ?,4
going to victoria for the day . so boring .,0
username woop ! see its all done .. and now you can just relax,4
hates the new layout : username tday has been horrible,0
just done re exam . now sitting watching a silly film that noone gets .. hmm,4
today i 'll start ... with ... management ...,4
"username good day gmomma its never late when its for the friends sake , sounds right on time to me",4
username yeah weird . i am indeed and thank you xx,4
about to go to work ... again . not feeling good . i wan na get in my bed ! !,0
ok my bad ! ! do n't even trip on the subject ese ! ! lmao,4
"username well , carol likes to have a lot of 'friends '",4
"damn ! wellington hurricanes lost never mind there next year to look to ... and all blacks seletion coming up soon , should be interesting",0
username ; i guess he not that major yet . but yeah i have all his songs lol . & amp ; aw thats wassuhp ! inspiration is always a qood thinq,4
how can i synchronize twitter facebook and orkut ? i dont want to login in all,0
went to the er ... i sliced my finger at work ....,0
my debt card is empty ...,0
"feeling blue today where all my friends at , i need a shoppin partner ! txt me lovass & lt ; 3",0
im sad now cause i lost my yearbook or someone stole it ! ! i can get another one but it wont b signed ! ! ! im so sad about that ! ! ( ( (,0
"oh my god i ca n't believe im still awake ! and im feeling unwell , i have a sore throat and achey - so all in all pretty rubbish really",0
reading through the dolly magazine `` marijuana . it can mess up your head and your life . '' fuckyou dolly your not helping .,0
username hello,4
"frapuchino bad move , even more upset stomach now",0
"username i 'm sorry , but you wrote that on a blackberry which means you loose any respect i had for you",0
username wow that sucks,0
how did i manage to cut my tounge last night man ? it really hurttss,0
here 's to good wine and even better company,4
username blow a whistle down the phone next time they call,4
i am just havin a chill out day 2 day and off 2 carlisle 2moro,4
i am going to kick my brother 's ass & amp ; then i am going to bed . goodnight !,4
username a quick google suggests it 's not illegal . but driving from the back seat is apparently url,4
trying to figure this out why ?,0
"username url 'm not insinuating anything hre , dear !",4
apparently this really is the worst i 've looked in years . nothing tonight . move along .,0
username username yeah i 'm curious . wonder if we copywriters got singled out for no good reason . we have portfolios/reels too ... weirdness .,4
"honestly last night was amazing , everything was perfect",4
baseball game over ! we lost,0
username love the new website,4
username its worse when they 're ipod earphones cos theyz pricey . my slidekick is slowly breaking with 9 months left,0
"username yeah tom , you are always the one that gets caught on the toliet",0
username bored .. u had a bad day,0
username truly missed,0
does n't appreciate the effects of alcohol the next day,0
woke up to get a drink of water . once again g'night tweets,4
username oh man ......... i am busy tonight ! ............. lol .........,4
ign just dropped quality and is stalling alot .,0
"it 's been a while that i have n't been updated ... i 'll be gone for a while again i guess . just wan na say , miss you guys !",4
i 'm ready 2 go home 2 qns * * * bk is not poppin,0
"@ pauljchambers , get a monocle-sexy and sophisticated ! albeit in a 19th century way",4
"username sorry , i went to see my dj friend at b412 . i need to go soon ! hope you had fun !",4
the last known titanic survivor died today .,0
username you should follow me .,4
"ok , schoolwork done ... catching up on my tivo ..",4
is doing a photoshoot with aylaar baylaar,4
it 's my day off and i have nothing to do wish i was with you ! ! ! !,0
username ugh ! soo incredibly disappointed to hear that about terminator movie from max . series definitely one of my all time favorites,0
curse school,0
username yup agreed,4
rough night with josiah ... woke up a couple of times=we are up a couple of times,4
i think i am almost finished making my items for the home party i 'm going to do saturday . i just sold a lucite purse it will be missed,0
dont want to revise physics,0
@ lethalprincess,4
new tnsb video ! url't got the baywatch scene in it,0
bored as hell in class,0
"# followfriday : @ banksyart2 , @ leilapan , @ 10and5 , @ audrey2_mag , @ david_whitney",4
back to school,0
username ouch is right ! poor thing,0
"did just eat grilled . first time of this year , could n't eat so much thought . my mouth -.-",0
the party last night was intense ! loves scutts raving hahaha happy birthday hans,4
"username and we love you ! hahaha pleease , answer me about the mcfly 's future.are you anxious to come to brazil ? see you in porto alegre",4
username i got on but you were n't on,0
also . 1. dad wont let me open lvatt til my birthday 2. go lakers ! ( h ) and 3 . bgt tonight yay !,0
"username i always read their tweets first for that very reason .... wait , hope you 're not tallking about me ! ! !",4
loves catching the train with friends time goes so much faster .,4
"username fool , ur work is amazing just draw birds . birds make ppl happy . yes . lots of birds .",4
"trying to write a post entitled , & quot ; the curious case of the lizard in my bathroom & quot ;",4
am having such a blue monday at work today .,0
username oh dear ... i wanted to watch utd play barca but they didnt turn up ! ! ! !,0
username hey tom i love mcfly and i think you 're so awesome which one of your songs do you like the most ? ( traditional question ) x ),4
going to sleep ! possibly going to ikea w/ neil on wed. to find dishes & amp ; other cool stuff . life is grreat,4
url ( via @ glamorousdiana ) nice photo of the ancient greek altar of apollo,4
username hope u get your tix tho .,0
sometimes i am curious just how far i can be pushed before i break . seriously wondering if i might be close to that point,0
i just nearly burned the house down 'cos ryan left the cooker on all night .. n i just put a plastic basin on top of it ! ! scary !,0
